State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,Footnote
TX,677562,RURAL HOME HEALTH INC,204 WEST 5TH STREET,CRANE,79731,4325583251,Proprietary,true,true,false,false,false,true,1992-12-22 00:00:00, 
TX,677566,INTERIM HEALTHCARE OF WEST TEXAS LLC,3305 101 STREET STE 200,LUBBOCK,79423,8067910042,Proprietary,true,true,true,true,true,true,1993-01-05 00:00:00, 
TX,677569,PATHFINDER HOME HEALTH,1575 HERITAGE DRIVE STE 301,MCKINNEY,75069,8172948105,Proprietary,true,true,true,true,true,true,1992-12-08 00:00:00, 
TX,677586,UT HEALTH EAST TEXAS HOME HEALTH SERVICES,909 EAST TYLER SUITE 117,ATHENS,75751,9036758882,Proprietary,true,true,true,true,true,true,1993-03-02 00:00:00, 
TX,677720,JORDAN HEALTH SERVICES,1401 S SAM RAYBURN FREEWAY SUITE 500,SHERMAN,75090,9038923163,Proprietary,true,true,true,true,true,true,1993-12-15 00:00:00, 
TX,677733,HOME CARE OF METROPLEX HOSPITAL,2115 S. CLEAR CREEK RD,KILEEN,76549,2545198930,Non - Profit Religious,true,true,true,true,true,true,1993-12-02 00:00:00, 
TX,677594,CARING FOR YOU HOME HEALTH INC,441 EAST WASHINGTON  SUITE B,BROWNSVILLE,78520,9565461361,Proprietary,true,true,true,true,true,true,1993-03-09 00:00:00, 
TX,677604,PARKVIEW HOSPITAL HOME HEALTH AGENCY,901 S SWEETWATER,WHEELER,79096,8068261370,Government - State/ County,true,true,false,false,false,true,1993-04-14 00:00:00, 
TX,677605,HUNTER MEDICAL SERVICES INC,1666 N HAMPTON ROAD SUITE 200,DESOTO,75115,9727809233,Proprietary,true,true,true,true,true,true,1993-03-26 00:00:00, 
TX,677616,INTREPID USA HEALTHCARE SERVICES,1128 NORTH MEMORIAL FWY SUITE A,NEDERLAND,77627,4097220515,Proprietary,true,true,true,true,true,true,1993-05-14 00:00:00, 
TX,677617,BLUEBONNET HOME HEALTH & HOSPICE COMPANY,304 EAST 11TH,FRIONA,79035,8062470057,Proprietary,true,true,true,true,true,true,1993-05-13 00:00:00, 
TX,677620,DOR ANS HOME HEALTH SERVICE INC,518 B EAST MAIN AVENUE,ROBSTOWN,78380,3613874575,Proprietary,true,true,true,true,true,true,1993-04-22 00:00:00, 
TX,677624,STEPHENS HEALTH CARE INC,711 NORTH GRAHAM,STEPHENVILLE,76401,2549656629,Proprietary,true,true,true,true,true,true,1992-05-27 00:00:00, 
TX,677638,QUALITY HOME HEALTH CARE INC,1515 SAM RAYBURN FREEWAY,SHERMAN,75090,9038929281,Proprietary,true,true,true,true,false,true,1993-07-08 00:00:00, 
TX,677648,ADVANCED PEDIATRIC CARE INC,3330 FANNIN,BEAUMONT,77701,4098323304,Proprietary,true,true,false,false,true,false,1993-07-06 00:00:00, 
TX,677657,HUNT REGIONAL HOME CARE,4001 RIDGECREST ROAD,GREENVILLE,75402,9034081950,Proprietary,true,true,true,true,true,true,1993-08-10 00:00:00, 
TX,677660,JORDAN HEALTH SERVICES,714 WEST GIBSON SUITE 4,JASPER,75951,4094899104,Proprietary,true,true,true,false,true,true,1993-07-12 00:00:00, 
TX,677661,"PSA HEALTHCARE, INC.",9430 RESEARCH BOULEVARD STE II 130,AUSTIN,78759,5122480400,Proprietary,true,true,true,true,false,false,1993-08-05 00:00:00, 
TX,677665,ALWAYS CARING HOME CARE SERVICES INC,4171 N MESA BLDG D SUITE 400A,EL PASO,79902,9155454663,Proprietary,true,true,true,true,true,true,1993-09-02 00:00:00, 
TX,677668,CENTRAL HOME HEALTH SERVICES OF TEXAS INC,10303 NORTHWEST FREEWAY SUITE 512,HOUSTON,77092,7134615696,Proprietary,true,true,true,true,true,false,1993-07-05 00:00:00, 
TX,677672,COOK CHILDRENS HOME HEALTH,1101 W VICKERY BLVD,FORT WORTH,76104,6828856294,Non - Profit Other,true,true,true,true,true,false,1993-09-08 00:00:00, 
TX,677681,JORDAN HEALTH SERVICES,"300 LANDA STREET, SUITE B",NEW BRAUNFELS,78130,8306277111,Proprietary,true,true,true,true,true,true,1993-08-25 00:00:00, 
TX,677686,JEFFERSON COUNTY HOME HEALTH CARE INC,2670 LAUREL STREET,BEAUMONT,77702,4098359909,Proprietary,true,true,true,true,true,true,1993-08-24 00:00:00, 
TX,677689,EL PASO HOME HEALTH INC,1401 MONTANA AVE STE C,EL PASO,79902,9155347521,Proprietary,true,true,true,true,false,true,1993-10-14 00:00:00, 
TX,677694,INTERIM HEALTHCARE OF WACO,7401 WOODWAY DRIVE,WOODWAY,76712,2547519393,Proprietary,true,true,true,true,true,true,1993-10-19 00:00:00, 
TX,677734,SUNGLO HOME HEALTH SERVICES INC,100 EAST 2ND STREET,RIO GRANDE CITY,78582,9564880999,Proprietary,true,true,true,true,true,true,1993-12-03 00:00:00, 
TX,677735,NURSING SERVICES AND CONSULTANTS OF LAREDO,7917 MCPHERSON SUITE 210,LAREDO,78041,9567259211,Proprietary,true,true,true,true,true,false,1993-12-08 00:00:00, 
TX,677789,1ST CHOICE HOME HEALTH,101 KINGS PLAZA SUITE H,COMMERCE,75428,9038862666,Non - Profit Private,true,true,true,true,true,true,1994-03-03 00:00:00, 
TX,677792,MUENSTER MEMORIAL HOSPITAL HOME CARE,602 N MAPLE STREET,MUENSTER,76252,9407592262,Non - Profit Other,true,true,true,true,true,true,1994-03-03 00:00:00, 
TX,677796,TEXAS QUALITY HOME HEALTH,125 HERITAGE ROW,MARLIN,76661,2548033000,Proprietary,true,true,true,true,true,true,1994-03-23 00:00:00, 
TX,677800,NOVUS CURA HEALTHCARE PC,1102 CHESAPEAKE STREET,EULESS,76040,8179667035,Proprietary,true,true,true,true,true,false,2006-02-10 00:00:00, 
TX,677802,CARING HEARTS HOME CARE,440 N 18TH ST STE A,BEAUMONT,77707,4098337062,Proprietary,true,true,true,true,false,false,2006-02-02 00:00:00, 
TX,677803,EMBASSY HOME HEALTHCARE,10701 CORPORATE DRIVE STE 395,STAFFORD,77477,7135898050,Proprietary,true,true,true,true,true,true,2006-02-13 00:00:00, 
TX,677804,MORNING STAR QUALITY HOME HEALTH INC,1250 E COPELAND ROAD SUITE 240,ARLINGTON,76011,2143882300,Proprietary,true,true,true,true,true,true,2006-02-13 00:00:00, 
TX,677805,PROLINK HOME HEALTH CORPORATION,8500 NORTH STEMMONS FREEWAY SUITE 3051,DALLAS,75247,2142671985,Proprietary,true,true,true,true,true,true,2006-02-16 00:00:00, 
TX,677806,GLOBAL CARE HOME HEALTH AGENCY INC,1636 N HAMPTON RD STE 104,DESOTO,75115,9722237400,Proprietary,true,true,true,true,true,true,2006-02-16 00:00:00, 
TX,677807,BLOSSOM  HOME HEALTHCARE SERVICES,12959 JUPITER ROAD SUITE 253,DALLAS,75238,4699066359,Proprietary,true,true,true,true,true,true,2006-02-14 00:00:00, 
TX,677808,WE CARE HOME HEALTH SERVICES INC,417 N  BRYAN-BELTLINE ROAD SUITE A,MESQUITE,75149,9722895800,Proprietary,true,true,true,true,true,true,2006-02-23 00:00:00, 
TX,677809,COMMITTED HOME HEALTH CARE INC,"17776 PRESTON RD, SUITE 210A",DALLAS,75252,9723065060,Proprietary,true,true,true,true,true,true,2006-02-21 00:00:00, 
TX,677810,TRANSITIONAL HOME HEALTH CARE,2212 ARLINGTON DOWNS SUITE 105,ARLINGTON,76011,8173034441,Proprietary,true,true,true,true,true,true,2006-02-17 00:00:00, 
TX,677811,VERITAS HOME HEALTH,2825 REGAL ROAD SUITE 105,PLANO,75075,9725190308,Proprietary,true,true,true,true,true,true,2006-02-16 00:00:00, 
TX,677813,PROACTIVE HOMECARE,135 PASEO DEL PRADO SUITE 49,EDINBURG,78539,9567204575,Proprietary,true,true,true,true,true,false,2006-02-14 00:00:00, 
TX,677814,CHRISTUS HOMECARE SPOHN,6200 SARATOGA BLVD SUITE 104,CORPUS CHRISTI,78414,3619943400,Proprietary,true,true,true,true,true,true,2006-02-03 00:00:00, 
TX,677816,ACCURATECARE HOME HEALTH AGENCY,2111 NORTH BELTLINE RD STE 2,MESQUITE,75150,2143779183,Proprietary,true,true,true,true,true,true,2006-02-23 00:00:00, 
TX,677817,GOOD SHEPHERD HOME HEALTHCARE AGENCY,811 SOUTH CENTRAL EXPRESSWAY SUITE #300,RICHARDSON,75080,9724700440,Proprietary,true,true,true,true,true,true,2006-03-01 00:00:00, 
TX,677818,BETHEL HOME CARE,545 ROWLETT ROAD SUITE E,GARLAND,75043,9722799700,Non - Profit Private,true,true,true,true,true,true,2006-02-24 00:00:00, 
TX,677819,ECLIPSE HOME HEALTH SERVICES INC,1452 JUNCTION RUN,MESQUITE,75181,9722220322,Proprietary,true,true,true,true,true,true,2006-03-03 00:00:00, 
TX,677821,ANJI HOME HEALTH AGENCY INC,2700 LOON LAKE ROAD,DENTON,76210,9405356036,Proprietary,true,true,true,true,true,true,2006-02-28 00:00:00, 
TX,677822,NYS HOME HEALTH LLC,17754 PRESTON ROAD,DALLAS,75252,9729347060,Proprietary,true,true,true,true,true,true,2006-02-17 00:00:00, 
TX,677823,CORNERSTONE HOME HEALTH,2611 EAST 29TH STREET,BRYAN,77802,9797765620,Proprietary,true,true,true,true,true,true,2006-02-10 00:00:00, 
TX,677824,CARTER HEALTHCARE,2725 SHERWOOD WAY STE 700,SAN ANGELO,76901,3259448181,Proprietary,true,true,true,true,true,false,2006-02-23 00:00:00, 
TX,677825,HOMELAND HOME HEALTH AGENCY INC,1919 SOUTH SHILOH STE 515,GARLAND,75042,9722787213,Proprietary,true,true,true,false,false,true,2006-03-06 00:00:00, 
TX,677826,JALSTAD HEALTHCARE SERVICES,7615 AIMUA COURT,HOUSTON,77083,7132712967,Non - Profit Private,true,true,true,true,false,false,2006-03-07 00:00:00, 
TX,677828,HAPPY DAYS HOME HEALTH CARE LLC,905 WEST EMBERCREST DR,ARLINGTON,76017,8174196500,Proprietary,true,true,true,true,true,true,2006-03-06 00:00:00, 
TX,677830,ENCOMPASS HEALTH HOME HEALTH,2000 E LAMAR BLVD SUITE 155,ARLINGTON,76006,8175420217,Proprietary,true,true,true,true,true,true,2006-03-07 00:00:00, 
TX,677831,JENMERIT HOME HEALTH INC,1913 MESA COURT,GARLAND,75040,2147039444,Proprietary,true,true,true,true,true,false,2006-03-07 00:00:00, 
TX,677832,PRESCRIBED HOME HEALTH INC,2303 NORTH 16TH ST,ORANGE,77630,4096700026,Proprietary,true,true,true,true,true,true,2006-02-22 00:00:00, 
TX,677833,BLUEBONNET HOME CARE,4144 N CENTRAL EXPRESSWAY SUITE 950,DALLAS,75204,2148289991,Proprietary,true,true,true,true,true,true,2006-02-24 00:00:00, 
TX,677834,HCP INC,3403 W ALBERTA RD,EDINBURG,78539,9566837640,Proprietary,true,true,true,true,true,true,2006-03-08 00:00:00, 
TX,678225,KELLYS HEALTH CARE INC,2007 N CONWAY,MISSION,78572,9565198118,Proprietary,true,true,true,true,true,true,1996-05-21 00:00:00, 
TX,677835,LA FUENTE HOME HEALTH SERVICES INC,801 WEST HWY 83,SULLIVAN CITY,78595,9564851190,Proprietary,true,true,true,true,true,false,2006-03-06 00:00:00, 
TX,677836,KOC HEALTHCARE SERVICES INC,3200 14TH STREET SUITE 504,PLANO,75074,9723841039,Proprietary,true,true,true,true,true,true,2006-03-08 00:00:00, 
TX,677839,PINNACLE HOME HEALTH CARE SERVICES,2302 GUTHRIE ROAD SUITE 140,GARLAND,75043,2145037400,Proprietary,true,true,true,true,true,true,2006-02-28 00:00:00, 
TX,677841,PATIENTS BEST CHOICE HOME HEALTHCARE,3427 W FM 120 SUITE 105,DENISON,75020,9034620604,Proprietary,true,true,true,true,true,true,2006-03-16 00:00:00, 
TX,677842,UNITED HOME HEALTHCARE LLC,6401 SEAFORD RD,ARLINGTON,76001,8176592225,Proprietary,true,true,false,false,false,true,2006-03-14 00:00:00, 
TX,677843,ARC HOME HEALTHCARE,2277 MASCH BRANCH RD,DENTON,76207,9405656338,Proprietary,true,true,true,true,true,true,2006-03-10 00:00:00, 
TX,677845,STARLEX HOME HEALTH SERVICES,2834 JEREMY DRIVE,MESQUITE,75181,9722227782,Proprietary,true,true,true,true,true,true,2006-03-07 00:00:00, 
TX,677855,GOLDEN STAR HOME HEALTH AGENCY INC,8344 EAST R L THORNTON FRWY SUITE 410,DALLAS,75228,4697260760,Proprietary,true,true,true,true,true,true,2006-03-17 00:00:00, 
TX,677846,CHILEX HOME CARE SERVICES,127 HAMPSHIRE LANE,ROCKWALL,75032,9727722940,Proprietary,true,true,true,true,true,true,2006-03-08 00:00:00, 
TX,677847,EXCEL PLUS HOME HEALTH INC,17822 DAVENPORT RD SUITE C & D,DALLAS,75252,4695475311,Proprietary,true,true,true,true,true,true,2006-03-08 00:00:00, 
TX,677850,TEXOMA HOME HEALTH,2008 LOY LAKE ROAD,SHERMAN,75092,9038689991,Proprietary,true,true,true,true,true,true,2006-03-20 00:00:00, 
TX,677851,HEART TO HEART HOMECARE LLC,308 NOLANA,MCALLEN,78504,9562175011,Proprietary,true,true,true,true,true,false,2006-03-15 00:00:00, 
TX,677852,SAVIOR HOME HEALTH INC,303 TREES DRIVE,CEDAR HILL,75104,4697596740,Proprietary,true,true,true,true,true,true,2006-03-13 00:00:00, 
TX,677854,ADELAIDE HOME HEALTH LLC,2000 N CENTRAL EXPRESSWAY SUITE 120,PLANO,75074,9724244024,Proprietary,true,true,true,true,true,true,2006-03-17 00:00:00, 
TX,677916,REVIVE HOME CARE INC,1393 GEORGE DIETER STE B,EL PASO,79936,9157721300,Proprietary,true,true,true,true,true,true,2006-04-06 00:00:00, 
TX,677917,BEYONDFAITH HOMECARE & REHAB OF GRAHAM LLC,604 OAK STREET # 102,GRAHAM,76450,9405210300,Proprietary,true,true,true,true,true,true,2006-04-27 00:00:00, 
TX,677920,EXCEL COMPLETE HOME HEALTHCARE INC,3804 JOHN STOCKBAUER DRIVE SUITE E,VICTORIA,77904,3615754500,Proprietary,true,true,true,true,true,true,2006-05-03 00:00:00, 
TX,677856,VAP HOME HEALTH CARE INC,"9304 FOREST LANE, SUITE S 220",DALLAS,75243,2145539552,Proprietary,true,true,true,true,true,true,2006-03-17 00:00:00, 
TX,677859,PTL HEALTH CARE INC,150 UPTOWN AVE,BROWNSVILLE,78520,9568381801,Proprietary,true,true,true,true,true,true,2006-03-16 00:00:00, 
TX,677863,FLORENCE HEALTH CARE SERVICES & TRAINING CENTER IN,2401 AVENUE J SUITE 240,ARLINGTON,76006,8176524409,Proprietary,true,false,false,false,false,true,2006-03-23 00:00:00, 
TX,677864,ANGELS CARE HOME HEALTH OF WEST TEXAS,1030 ANDREWS HWY SUITE 122,MIDLAND,79701,4326873327,Proprietary,true,true,true,true,true,true,2006-03-21 00:00:00, 
TX,677865,"PRIMEWAY HEALTHCARE SERVICES, INC",2440 TEXAS PARKWAY SUITE #226,MISSOURI CITY,77489,2814034500,Proprietary,true,true,true,true,true,false,2006-03-14 00:00:00, 
TX,677866,BIO HOME HEALTH SERVICES INC,11104 W AIRPORT STE 225,STAFFORD,77477,2819802262,Proprietary,true,true,true,true,true,true,2006-03-21 00:00:00, 
TX,677867,BRIGHT HOME HEALTH,4100 MEDICAL PARKWAY SUITE 100,CARROLLTON,75007,9728208240,Proprietary,true,true,true,true,true,true,2006-03-17 00:00:00, 
TX,677921,"HEALTHCARE PROVIDERS OF AMERICA, INC",10801 HAMMERLY BLVD SUITE 120,HOUSTON,77043,7134682100,Proprietary,true,true,true,true,true,true,2006-04-17 00:00:00, 
TX,678034,TRINITY HOME HEALTH CARE SERVICES,10300 NORTH EXPRESSWAY,BROWNSVILLE,78521,9563613568,Proprietary,true,true,false,false,false,true,1995-09-13 00:00:00, 
TX,677868,MAIN HOME HEALTH CARE,2500 TANGLEWILDE ST STE 430,DALLAS,75228,2142564013,Proprietary,true,true,true,true,true,true,2006-03-29 00:00:00, 
TX,677869,"UNITED AMERICA HOME HEALTH SERVICES, INC.",3721 BRIARPARK DR STE 155,HOUSTON,77042,7139751310,Proprietary,true,true,true,true,true,true,2006-03-23 00:00:00, 
TX,677870,ALL MODERN HEALTHCARE INC,2600 S LOOP WEST SUITE 105,HOUSTON,77054,7136581000,Proprietary,true,true,true,true,true,false,2006-03-10 00:00:00, 
TX,677873,NEWCHANNEL HEALTHCARE SERVICES,2646 SOUTH LOOP WEST SUITE 270,HOUSTON,77054,7136684141,Proprietary,true,true,true,true,true,false,2006-03-29 00:00:00, 
TX,677874,STAR HOME HEALTH INC,6201 BONHOMME SUITE #365N,HOUSTON,77036,7137854949,Proprietary,true,true,true,true,true,true,2006-03-17 00:00:00, 
TX,677875,A FRIENDLY HOME HEALTH CARE,100 N CENTRAL EXPY STE 190 ROOM 112,RICHARDSON,75080,9722488282,Proprietary,true,true,true,true,true,true,2006-03-21 00:00:00, 
TX,677876,SILVER-HAWK HOME HEALTHCARE,3727 GREENBRIAR DR STE 117,STAFFORD,77477,7139956266,Proprietary,true,true,true,true,true,true,2006-03-20 00:00:00, 
TX,677942,ROYAL STAR HEALTHCARE INC,7457 HARWIN DRIVE SUITE 252,HOUSTON,77036,7135897019,Proprietary,true,true,true,true,true,true,2006-05-23 00:00:00, 
TX,677943,BSA COMPASSION HOME CARE,5211 SW 9TH AVENUE,AMARILLO,79106,8063518522,Proprietary,true,true,true,true,true,true,2006-05-17 00:00:00, 
TX,677877,JCP & P HOME HEALTHCARE AGENCY,"14001 GOLDMARK DRIVE, STE 144",DALLAS,75240,2146384500,Proprietary,true,true,true,true,true,true,2006-03-23 00:00:00, 
TX,677878,MENAS HOME HEALTHCARE SOLUTIONS INC,2005 IRONSIDE DRIVE,LEWISVILLE,75056,9722476641,Proprietary,true,true,true,true,true,true,2006-03-14 00:00:00, 
TX,677880,CONFIDENT CARE HOME HEALTH SERVICES INC,1616 VOSS SUITE 625,HOUSTON,77024,8322423366,Proprietary,true,true,true,true,true,true,2006-04-03 00:00:00, 
TX,677881,ANGELICAL HOME HEALTH INC,730 E EXPRESSWAY 83 STE 9,LA JOYA,78560,9565811251,Proprietary,true,true,true,true,true,true,2006-03-30 00:00:00, 
TX,677884,TRIPLE O HEALTH SERVICES INC,4141 BLUEBONNET DRIVE,STAFFORD,77477,2819037546,Proprietary,true,true,true,true,true,false,2006-03-10 00:00:00, 
TX,677887,COUNTRY HOME CARE,1505 W MAIN ST,CLARKSVILLE,75426,9034278366,Proprietary,true,true,true,true,true,true,2006-03-17 00:00:00, 
TX,677889,TREND HEALTH CARE INC,915 SOUTH JUPITER RD,GARLAND,75042,2143434600,Proprietary,true,true,true,true,true,true,2006-03-30 00:00:00, 
TX,678039,KINDRED AT HOME,2615 CALDER STREET SUITE 202,BEAUMONT,77702,4098950009,Proprietary,true,true,true,true,true,true,1995-09-20 00:00:00, 
TX,677890,1ST GENESIS HOME HEALTH SERVICES,8303 WINDFERN RD SUITE A,HOUSTON,77040,7139377494,Proprietary,true,true,true,true,true,true,2006-03-30 00:00:00, 
TX,677891,SIMPLEX HEALTH AND ALLIED SERVICES INC,6666 HARWIN DR #300,HOUSTON,77036,7133347266,Proprietary,true,true,true,true,true,true,2006-04-03 00:00:00, 
TX,677893,ABACUS HEALTHCARE,2300 JOE RAMSEY BLVD,GREENVILLE,75401,9723887900,Proprietary,true,true,true,true,true,true,2006-04-04 00:00:00, 
TX,677894,SHINING STAR HOME HEALTH CARE INC,8344 E R L THORNTON FWY # 203,DALLAS,75228,2143206000,Proprietary,true,true,true,true,true,true,2006-04-04 00:00:00, 
TX,677896,MARVELOUS CHOICE HOME HEALTH INC,8035 E RL THORNTON FWY SUITE 452,DALLAS,75228,2143249099,Proprietary,true,true,true,true,true,true,2006-04-05 00:00:00, 
TX,677897,BEACON HARBOR HOME HEALTH INC,292 KINGS HIGHWAY SUITE 9,BROWNSVILLE,78521,9565480016,Proprietary,true,true,true,true,true,false,2006-04-04 00:00:00, 
TX,677898,HEALTHCARE CORPORATION OF AMERICA INC,4404 BRINKER CT,PLANO,75024,9727581000,Proprietary,true,true,true,false,true,true,2006-03-22 00:00:00, 
TX,677899,PRO HEALTH NURSING INC,4019 MC PHERSON    203 & 204,LAREDO,78041,9567242006,Proprietary,true,true,true,true,true,true,2006-04-12 00:00:00, 
TX,677954,PRIME CARE HOME HEALTH INC,3833 SOUTH STAPLES SUITE N 215,CORPUS CHRISTI,78411,3613349112,Proprietary,true,true,true,true,true,true,2006-06-09 00:00:00, 
TX,677955,GOSHEN HEALTHCARE SERVICES LLC,929 FENIMORE DRIVE,LEWISVILLE,75077,9729569771,Proprietary,true,true,true,true,true,false,2006-06-13 00:00:00, 
TX,677901,METRO HEALTH SERVICES,10101 FONDREN ROAD SUITE 345,HOUSTON,77096,7137779600,Non - Profit Private,true,true,true,true,false,false,2006-04-12 00:00:00, 
TX,677904,MAYA HOME HEALTH INC,2220 GRAYSON AVE,MCALLEN,78504,9566182525,Proprietary,true,true,true,true,false,false,2006-04-13 00:00:00, 
TX,677907,MAJESTIK CARE PROVIDERS INC,8700 COMMERCE PARK DRIVE SUITE 110,HOUSTON,77036,8327671729,Proprietary,true,true,true,true,true,false,2006-04-20 00:00:00, 
TX,677908,COOPER HOME HEALTH INC,51 NORTH SIDE SQUARE,COOPER,75432,9033952811,Proprietary,true,true,true,true,true,true,2006-04-14 00:00:00, 
TX,677910,SAENZ HOME HEALTH SERVICES INC,518 EAST MAIN STREET SUITE C,ROBSTOWN,78380,3613871650,Proprietary,true,true,true,true,true,true,2006-04-18 00:00:00, 
TX,677911,THANK YOU NURSES LTD,5835 CALLAGHAN RD SUITE #102,SAN ANTONIO,78228,2107679044,Proprietary,true,true,true,true,false,false,2006-04-25 00:00:00, 
TX,677913,ENCOMPASS HOME HEALTH OF HOUSTON,800 ROCKMEAD SUITE 180,HOUSTON,77339,2815702927,Proprietary,true,true,true,true,true,true,2006-03-24 00:00:00, 
TX,677914,INNOVATIVE HEALTH SERVICES INC,203 SOUTH MAIN ST,ANAHUAC,77514,4092676194,Proprietary,true,true,true,true,true,true,2006-04-28 00:00:00, 
TX,677915,POSITIVE HOME HEALTH AGENCY,2409 LAUREL LANE,PLANO,75074,9723980643,Proprietary,true,true,true,true,false,true,2006-04-26 00:00:00, 
TX,677923,PASSIONATE CARE HOME HEALTH SERVICES INC,9696 SKILLMAN STREET STE. 385,DALLAS,75243,9722341600,Proprietary,true,true,true,true,true,true,2006-05-03 00:00:00, 
TX,677924,GUARDIAN ANGELS HOME HEALTHCARE AGENCY INC,112 W TYLER ST,GILMER,75644,9036802330,Proprietary,true,true,true,true,true,true,2006-04-19 00:00:00, 
TX,677926,CYFAIR HEALTHCARE LLC,11119 MCCRACKEN CIRCLE SUITE D,CYPRESS,77429,2818900338,Proprietary,true,true,true,false,true,true,2006-05-05 00:00:00, 
TX,677927,"TOP HEALTH CARE, INC.",2626 SOUTH LOOP WEST SUITE # 261,HOUSTON,77054,7136677202,Proprietary,true,true,true,true,true,true,2006-05-12 00:00:00, 
TX,677928,ALMIGHTY HOME HEALTH,9300 JOHN HICKMAN PKWY BLDG 2 SUITE 205B,FRISCO,75035,2146181396,Proprietary,true,true,true,true,true,true,2006-05-09 00:00:00, 
TX,677929,NURSE CARE HOME HEALTH AGENCY,10925 ESTATE LANE SUITE E300,DALLAS,75238,2143405577,Proprietary,true,true,true,true,true,true,2006-05-12 00:00:00, 
TX,677931,UNIVERSAL NURSING SERVICES OF TEXAS,11503 JONES MALTSBERGER RD STE 1151,SAN ANTONIO,78216,2105688387,Proprietary,true,true,true,true,true,true,2006-05-12 00:00:00, 
TX,677932,HEALTHPOINT HOME HEALTH AND INFUSION SERVICES,"120 ELDRIDGE ROAD, SUITE E",SUGAR LAND,77478,8328143700,Proprietary,true,true,true,true,true,true,2006-05-11 00:00:00, 
TX,677933,PASSION CENTRAL HOME HEALTH SERVICES INC,18038 BARTON RIDGE LANE,RICHMOND,77407,8322512936,Non - Profit Other,true,true,true,true,true,true,2006-05-08 00:00:00, 
TX,677934,ARISCO HOME HEALTHCARE SERVICES INC,120 SOUTH MAIN #316,VICTORIA,77901,3615733377,Proprietary,true,true,true,true,true,true,2006-05-15 00:00:00, 
TX,677935,IVANA HOME HEALTH SERVICES,12808 WEST AIRPORT BLVD STE 343,SUGAR LAND,77478,2812123442,Proprietary,true,true,true,true,true,true,2006-05-04 00:00:00, 
TX,677936,RESTORE HEALTH CARE SERVICES INC,16000 PARK TEN PLACE SUITE 103,HOUSTON,77084,7132485866,Proprietary,true,true,true,false,true,true,2006-05-15 00:00:00, 
TX,677937,EMINENT HOME HEALTHCARE LLC,10864 AUDELIA RD #100,DALLAS,75238,2146604404,Proprietary,true,true,true,true,true,true,2006-05-23 00:00:00, 
TX,677938,C & C ULTRA HEALTHCARE PROVIDERS INC,12808 WEST AIRPORT BLVD STE 333,SUGAR LAND,77478,8328049649,Proprietary,true,true,true,true,false,false,2006-05-18 00:00:00, 
TX,677941,EXCELLENT NURSING CARE PC,802 GALVESTON SUITE C,LAREDO,78040,9567252786,Proprietary,true,true,true,false,false,true,2006-05-11 00:00:00, 
TX,677944,BLEDKOB HOME HEALTH AGENCY INC,1314 WINECUP COURT,ALLEN,75002,2145470736,Proprietary,true,true,true,true,true,true,2006-06-01 00:00:00, 
TX,677945,DIVINEHEART HEALTHCARE INC,12959 JUPITER ROAD STE 115,DALLAS,75238,2144526253,Proprietary,true,true,true,true,true,true,2006-05-26 00:00:00, 
TX,677946,PHYSICIANS CHOICE HEALTH SERVICES,860 HEBRON PARKWAY SUITE 703,LEWISVILLE,75057,9724599264,Proprietary,true,true,true,true,true,true,2006-05-10 00:00:00, 
TX,677948,EBENEZER HOME HEALTH,1515 E KEARNEY ST SUITE 100,MESQUITE,75149,9722899400,Proprietary,true,true,true,true,true,true,2006-06-05 00:00:00, 
TX,677949,CARMEL HEALTH CARE SERVICES PLLC,4600 WEST AIRPORT FREEWAY SUITE 1001,IRVING,75062,9728718100,Proprietary,true,true,true,true,true,true,2006-06-01 00:00:00, 
TX,677950,PINNACLE SENIOR CARE,7800 SHOAL CREEK BLVD STE 118 W,AUSTIN,78757,5123740700,Proprietary,true,true,true,true,true,true,2006-05-26 00:00:00, 
TX,677951,ENCOMPASS HEALTH HOME HEALTH,108 EAST TRAILMOOR DRIVE STE 1,FREDERICKSBURG,78624,8309902423,Proprietary,true,true,true,true,true,true,2006-06-09 00:00:00, 
TX,677952,ENCOMPASS HOME HEALTH OF NORTHEAST TEXAS,780 NORTH WATTERS ROAD SUITE 160,ALLEN,75013,9725294340,Proprietary,true,true,true,true,true,true,2006-05-23 00:00:00, 
TX,677953,EXTRACARE HOME HEALTH SERVICES,3724 FM 1960 WEST SUITE 201,HOUSTON,77068,8324848203,Non - Profit Private,true,true,true,true,false,false,2006-06-09 00:00:00, 
TX,678058,PATHFINDER HOME HEALTH,26009 BUDDE RD STE B300,THE WOODLANDS,77380,2813649161,Proprietary,true,true,true,true,true,true,1995-10-13 00:00:00, 
TX,677956,INTEGRITY HOME HEALTH CARE SERVICES,1106 N HIGHWAY 360 SUITE 300,GRAND PRAIRIE,75050,9725220044,Proprietary,true,true,true,true,true,true,2006-06-14 00:00:00, 
TX,677957,"EXCEL COMPLETE HOME HEALTH & THERAPY SERVICES, LLC",513 S FIRST STREET,LUFKIN,75901,9366341166,Proprietary,true,true,true,true,true,true,2006-05-12 00:00:00, 
TX,677958,"MARITONA HEALTH SERVICES, INC.",11615 LANTANA REACH DR,RICHMOND,77406,2819333500,Proprietary,true,true,true,true,true,false,2006-06-06 00:00:00, 
